dataset;data_type;binary_feature;fold;n;p;algorithm;penalty_type;lamb;g;simulation_seed;support_size;train_auc;test_auc;train_acc;test_acc;train_log_loss;test_log_loss;train_obj;test_obj;train_precision;train_recall;train_f1_score;train_exp_loss;test_exp_loss;train_duration;
fico;real;TRUE;1;8367;1917;fastsparse Logistic;L0L2;7;0.001;NA;15;0.804118302038012;0.769966117216117;0.736106131229831;0.706500956022944;4507.67614191519;1200.90679666269;4619.26282174513;1312.49347649263;NA;NA;NA;8444.05162894747;2321.55331816587;4.0159957408905;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;0.8;1e-05;NA;80;0.820226643004351;0.772127289377289;0.74339667742321;0.69980879541109;4633.45364786034;1221.89566085428;4697.45368634779;1285.89569934173;NA;NA;NA;6791.50179189811;1838.20869371032;13.2525508403778;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;1;1e-05;NA;68;0.81780847836043;0.767434523809524;0.740528265806143;0.695506692160612;4653.93639977806;1230.37641321818;4721.93643153504;1298.37644497515;NA;NA;NA;6819.59284851856;1853.26675901694;11.4155457019806;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;2;1e-05;NA;40;0.812105220975498;0.774382783882784;0.738137922791921;0.698852772466539;4711.57065240938;1224.8539960258;4791.57067692245;1304.85402053887;NA;NA;NA;6898.46729656879;1825.05372266781;6.19446086883545;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;3;1e-05;NA;33;0.810917391802152;0.772760989010989;0.738137922791921;0.697418738049713;4729.181567643;1228.29427180737;4828.18159169458;1327.29429585895;NA;NA;NA;6922.11725229439;1829.46600280487;4.39793968200684;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;4;1e-05;NA;21;0.807527450194642;0.77210989010989;0.735389028325565;0.69980879541109;4756.44641597236;1230.67541344665;4840.44643078532;1314.67542825962;NA;NA;NA;6959.57012911012;1827.15174628345;3.3807475566864;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;5;1e-05;NA;21;0.807046857110144;0.772816391941392;0.733118202462053;0.701242829827916;4758.43574559043;1230.49322577175;4863.43576020185;1335.49324038318;NA;NA;NA;6962.77296046618;1825.18977576149;2.85418844223022;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;6;1e-05;NA;18;0.806398929471033;0.773135531135531;0.734791442572009;0.704110898661568;4767.0327838838;1230.05473799012;4875.03279967229;1338.05475377861;NA;NA;NA;6974.1747394965;1823.87983934562;3.33661389350891;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;7;1e-05;NA;18;0.805240840393863;0.771657509157509;0.73598661407912;0.701720841300191;4773.38298076718;1232.95609951772;4899.382995041;1358.95611379154;NA;NA;NA;6983.14922714359;1826.38861173553;3.43738031387329;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;0.8;0.001;NA;80;0.820226643004351;0.772127289377289;0.74339667742321;0.69980879541109;4633.45364786034;1221.89566085428;4697.45749660536;1285.89950959931;NA;NA;NA;6791.50179189811;1838.20869371032;14.1357851028442;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;1;0.001;NA;68;0.81780847836043;0.767434523809524;0.740528265806143;0.695506692160612;4653.93639977806;1230.37641321818;4721.9395754752;1298.37958891532;NA;NA;NA;6819.59284851856;1853.26675901694;11.3802864551544;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;2;0.001;NA;40;0.812105220975498;0.774382783882784;0.738137922791921;0.698852772466539;4711.57065240938;1224.8539960258;4791.57310371647;1304.85644733289;NA;NA;NA;6898.46729656879;1825.05372266781;6.24402475357056;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;3;0.001;NA;33;0.810917391802152;0.772760989010989;0.738137922791921;0.697418738049713;4729.181567643;1228.29427180737;4828.18397280137;1327.29667696574;NA;NA;NA;6922.11725229439;1829.46600280487;4.52010846138;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;4;0.001;NA;21;0.807527450194642;0.77210989010989;0.735389028325565;0.69980879541109;4756.44641597236;1230.67541344665;4840.44789726925;1314.67689474354;NA;NA;NA;6959.57012911012;1827.15174628345;3.44315886497498;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;5;0.001;NA;21;0.807046857110144;0.772816391941392;0.733118202462053;0.701242829827916;4758.43574559043;1230.49322577175;4863.43720673295;1335.49468691428;NA;NA;NA;6962.77296046618;1825.18977576149;3.03580808639526;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;6;0.001;NA;18;0.806398929471033;0.773135531135531;0.734791442572009;0.704110898661568;4767.0327838838;1230.05473799012;4875.03436273284;1338.05631683917;NA;NA;NA;6974.1747394965;1823.87983934562;3.42994213104248;
fico;real;TRUE;1;8367;1917;fastsparse Exponential;L0L2;7;0.001;NA;18;0.805240840393863;0.771657509157509;0.73598661407912;0.701720841300191;4773.38298076718;1232.95609951772;4899.38440814929;1358.95752689983;NA;NA;NA;6983.14922714359;1826.38861173553;3.43996000289917;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;0.8;1e-05;NA;74;0.820075509503091;0.771396978021978;0.746026054738855;0.694072657743786;4350.94856129721;1206.885906474;4410.2716763489;1266.20902152569;NA;NA;NA;8506.29751971465;2537.6445725251;50.9593276977539;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;1;1e-05;NA;59;0.819449106938402;0.774628205128205;0.743994263176766;0.697896749521989;4357.09677554301;1196.54290680482;4416.21191363212;1255.65804489393;NA;NA;NA;8515.28314539949;2415.08109593892;50.723605632782;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;2;1e-05;NA;35;0.815018347836043;0.774303113553114;0.739811162901876;0.695506692160612;4406.91424288492;1194.76912393474;4476.99578989053;1264.85067094035;NA;NA;NA;8511.50744403155;2374.75842736997;17.0268478393555;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;3;1e-05;NA;24;0.810479734371422;0.772285256410256;0.736345165531254;0.698852772466539;4451.41721118157;1199.22693485238;4523.48757648619;1271.297300157;NA;NA;NA;8527.90995003298;2354.70621223453;8.96594452857971;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;4;1e-05;NA;19;0.807915216395695;0.774248168498168;0.737779371339787;0.702198852772467;4477.10177397337;1195.28731734901;4553.17154763553;1271.35709101117;NA;NA;NA;8557.02022916337;2353.2478130759;7.04454684257507;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;5;1e-05;NA;18;0.807207980306847;0.772181776556777;0.736703716983387;0.700286806883365;4480.74857828709;1198.39630906876;4570.81867462439;1288.46640540605;NA;NA;NA;8504.41645634965;2331.99518694975;5.91058921813965;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;6;1e-05;NA;18;0.807338304327914;0.773845238095238;0.738376957093343;0.700764818355641;4481.22874365689;1195.18045851347;4589.29606061517;1303.24777547175;NA;NA;NA;8530.63186387186;2340.85014189379;5.92261481285095;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;7;1e-05;NA;14;0.802961272040302;0.77089880952381;0.735030476873431;0.70697896749522;4518.26831614499;1198.4118708676;4616.3353146695;1296.4788693921;NA;NA;NA;8489.87533794911;2307.63795664688;3.50898599624634;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;0.8;0.001;NA;69;0.821644664529425;0.773586080586081;0.744950400382455;0.694550669216061;4330.51240709493;1200.8989572321;4396.82820062929;1267.21475076645;NA;NA;NA;8379.14439243767;2485.96401465335;37.1353397369385;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;1;0.001;NA;57;0.819206033890543;0.773578296703297;0.741723437313254;0.699330783938815;4358.69518943362;1199.77290165972;4424.77987339425;1265.85758562036;NA;NA;NA;8403.82656248184;2426.47321079325;33.0831980705261;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;2;0.001;NA;32;0.813474610716739;0.773326465201465;0.737181785586232;0.698852772466539;4419.99541754409;1196.35703291977;4490.78648044546;1267.14809582114;NA;NA;NA;8464.88758755057;2340.88308171501;13.7242300510406;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;3;0.001;NA;24;0.810458839019922;0.772397893772894;0.736703716983387;0.697896749521989;4451.53659428566;1198.5865239765;4530.34100225925;1277.39093195009;NA;NA;NA;8471.41929172478;2337.347067523;8.25737309455872;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;4;0.001;NA;20;0.80828620906801;0.772838827838828;0.735269511174854;0.701242829827916;4472.5567123898;1197.59558528082;4559.11942318078;1284.1582960718;NA;NA;NA;8500.4653008335;2350.18157060262;8.10296273231506;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;5;0.001;NA;18;0.807398729104648;0.77388141025641;0.73801840564121;0.701242829827916;4481.53411623179;1193.47513181221;4578.15680179515;1290.09781737557;NA;NA;NA;8489.68225374021;2320.57237495378;6.40877199172974;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;6;0.001;NA;18;0.806504751545684;0.772252747252747;0.736464682681965;0.701242829827916;4490.31353147697;1198.46683685581;4604.61186528097;1312.7651706598;NA;NA;NA;8478.62678367309;2323.48798829865;4.57417178153992;
fico;real;TRUE;1;8367;1917;fastsparse_qcut;L0L2;7;0.001;NA;15;0.804132327684909;0.7698836996337;0.73598661407912;0.706500956022944;4507.66787226035;1200.90098113048;4619.26183600361;1312.49494487375;NA;NA;NA;8445.76072981204;2322.0423375197;3.84111976623535;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;0.8;1e-05;NA;74;0.820075509503091;0.771396978021978;0.746026054738855;0.694072657743786;4350.94856129721;1206.885906474;4410.2716763489;1266.20902152569;NA;NA;NA;8506.29751971465;2537.6445725251;51.8058588504791;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;1;1e-05;NA;59;0.819449106938402;0.774628205128205;0.743994263176766;0.697896749521989;4357.09677554301;1196.54290680482;4416.21191363212;1255.65804489393;NA;NA;NA;8515.28314539949;2415.08109593892;51.3243744373322;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;2;1e-05;NA;35;0.815018347836043;0.774303113553114;0.739811162901876;0.695506692160612;4406.91424288492;1194.76912393474;4476.99578989053;1264.85067094035;NA;NA;NA;8511.50744403155;2374.75842736997;16.8192348480225;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;3;1e-05;NA;24;0.810479734371422;0.772285256410256;0.736345165531254;0.698852772466539;4451.41721118157;1199.22693485238;4523.48757648619;1271.297300157;NA;NA;NA;8527.90995003298;2354.70621223453;8.30856108665466;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;4;1e-05;NA;19;0.807915216395695;0.774248168498168;0.737779371339787;0.702198852772467;4477.10177397337;1195.28731734901;4553.17154763553;1271.35709101117;NA;NA;NA;8557.02022916337;2353.2478130759;7.01439809799194;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;5;1e-05;NA;18;0.807207980306847;0.772181776556777;0.736703716983387;0.700286806883365;4480.74857828709;1198.39630906876;4570.81867462439;1288.46640540605;NA;NA;NA;8504.41645634965;2331.99518694975;5.72586417198181;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;6;1e-05;NA;18;0.807338304327914;0.773845238095238;0.738376957093343;0.700764818355641;4481.22874365689;1195.18045851347;4589.29606061517;1303.24777547175;NA;NA;NA;8530.63186387186;2340.85014189379;6.11144852638245;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;7;1e-05;NA;14;0.802961272040302;0.77089880952381;0.735030476873431;0.70697896749522;4518.26831614499;1198.4118708676;4616.3353146695;1296.4788693921;NA;NA;NA;8489.87533794911;2307.63795664688;3.4574453830719;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;0.8;0.001;NA;69;0.821644664529425;0.773586080586081;0.744950400382455;0.694550669216061;4330.51240709493;1200.8989572321;4396.82820062929;1267.21475076645;NA;NA;NA;8379.14439243767;2485.96401465335;41.8780961036682;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;1;0.001;NA;57;0.819206033890543;0.773578296703297;0.741723437313254;0.699330783938815;4358.69518943362;1199.77290165972;4424.77987339425;1265.85758562036;NA;NA;NA;8403.82656248184;2426.47321079325;37.1919469833374;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;2;0.001;NA;32;0.813474610716739;0.773326465201465;0.737181785586232;0.698852772466539;4419.99541754409;1196.35703291977;4490.78648044546;1267.14809582114;NA;NA;NA;8464.88758755057;2340.88308171501;14.8323605060577;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;3;0.001;NA;24;0.810458839019922;0.772397893772894;0.736703716983387;0.697896749521989;4451.53659428566;1198.5865239765;4530.34100225925;1277.39093195009;NA;NA;NA;8471.41929172478;2337.347067523;9.08810043334961;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;4;0.001;NA;20;0.80828620906801;0.772838827838828;0.735269511174854;0.701242829827916;4472.5567123898;1197.59558528082;4559.11942318078;1284.1582960718;NA;NA;NA;8500.4653008335;2350.18157060262;8.31086015701294;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;5;0.001;NA;18;0.807398729104648;0.77388141025641;0.73801840564121;0.701242829827916;4481.53411623179;1193.47513181221;4578.15680179515;1290.09781737557;NA;NA;NA;8489.68225374021;2320.57237495378;6.80114889144897;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;6;0.001;NA;18;0.806504751545684;0.772252747252747;0.736464682681965;0.701242829827916;4490.31353147697;1198.46683685581;4604.61186528097;1312.7651706598;NA;NA;NA;8478.62678367309;2323.48798829865;4.81584668159485;
fico;real;TRUE;1;8367;1917;fastsparse_lcut;L0L2;7;0.001;NA;15;0.804132327684909;0.7698836996337;0.73598661407912;0.706500956022944;4507.66787226035;1200.90098113048;4619.26183600361;1312.49494487375;NA;NA;NA;8445.76072981204;2322.0423375197;4.25040721893311;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;0.8;1e-05;NA;74;0.820075509503091;0.771396978021978;0.746026054738855;0.694072657743786;4350.94856129721;1206.885906474;4410.2716763489;1266.20902152569;NA;NA;NA;8506.29751971465;2537.6445725251;69.1427063941956;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;1;1e-05;NA;59;0.819449106938402;0.774628205128205;0.743994263176766;0.697896749521989;4357.09677554301;1196.54290680482;4416.21191363212;1255.65804489393;NA;NA;NA;8515.28314539949;2415.08109593892;69.6560831069946;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;2;1e-05;NA;35;0.815018347836043;0.774303113553114;0.739811162901876;0.695506692160612;4406.91424288492;1194.76912393474;4476.99578989053;1264.85067094035;NA;NA;NA;8511.50744403155;2374.75842736997;23.2209300994873;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;3;1e-05;NA;24;0.810479734371422;0.772285256410256;0.736345165531254;0.698852772466539;4451.41721118157;1199.22693485238;4523.48757648619;1271.297300157;NA;NA;NA;8527.90995003298;2354.70621223453;11.2948894500732;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;4;1e-05;NA;19;0.807915216395695;0.774248168498168;0.737779371339787;0.702198852772467;4477.10177397337;1195.28731734901;4553.17154763553;1271.35709101117;NA;NA;NA;8557.02022916337;2353.2478130759;8.91067981719971;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;5;1e-05;NA;18;0.807207980306847;0.772181776556777;0.736703716983387;0.700286806883365;4480.74857828709;1198.39630906876;4570.81867462439;1288.46640540605;NA;NA;NA;8504.41645634965;2331.99518694975;7.90989637374878;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;6;1e-05;NA;18;0.807338304327914;0.773845238095238;0.738376957093343;0.700764818355641;4481.22874365689;1195.18045851347;4589.29606061517;1303.24777547175;NA;NA;NA;8530.63186387186;2340.85014189379;7.9493625164032;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;7;1e-05;NA;14;0.802961272040302;0.77089880952381;0.735030476873431;0.70697896749522;4518.26831614499;1198.4118708676;4616.3353146695;1296.4788693921;NA;NA;NA;8489.87533794911;2307.63795664688;4.67975044250488;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;0.8;0.001;NA;69;0.821644664529425;0.773586080586081;0.744950400382455;0.694550669216061;4330.51240709493;1200.8989572321;4396.82820062929;1267.21475076645;NA;NA;NA;8379.14439243767;2485.96401465335;65.9835860729218;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;1;0.001;NA;57;0.819206033890543;0.773578296703297;0.741723437313254;0.699330783938815;4358.69518943362;1199.77290165972;4424.77987339425;1265.85758562036;NA;NA;NA;8403.82656248184;2426.47321079325;55.6841313838959;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;2;0.001;NA;32;0.813474610716739;0.773326465201465;0.737181785586232;0.698852772466539;4419.99541754409;1196.35703291977;4490.78648044546;1267.14809582114;NA;NA;NA;8464.88758755057;2340.88308171501;20.8968720436096;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;3;0.001;NA;24;0.810458839019922;0.772397893772894;0.736703716983387;0.697896749521989;4451.53659428566;1198.5865239765;4530.34100225925;1277.39093195009;NA;NA;NA;8471.41929172478;2337.347067523;12.086462020874;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;4;0.001;NA;20;0.80828620906801;0.772838827838828;0.735269511174854;0.701242829827916;4472.5567123898;1197.59558528082;4559.11942318078;1284.1582960718;NA;NA;NA;8500.4653008335;2350.18157060262;11.7289772033691;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;5;0.001;NA;18;0.807398729104648;0.77388141025641;0.73801840564121;0.701242829827916;4481.53411623179;1193.47513181221;4578.15680179515;1290.09781737557;NA;NA;NA;8489.68225374021;2320.57237495378;9.39349603652954;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;6;0.001;NA;18;0.806504751545684;0.772252747252747;0.736464682681965;0.701242829827916;4490.31353147697;1198.46683685581;4604.61186528097;1312.7651706598;NA;NA;NA;8478.62678367309;2323.48798829865;6.015953540802;
fico;real;TRUE;1;8367;1917;l0learn;L0L2;7;0.001;NA;15;0.804132327684909;0.7698836996337;0.73598661407912;0.706500956022944;4507.66787226035;1200.90098113048;4619.26183600361;1312.49494487375;NA;NA;NA;8445.76072981204;2322.0423375197;5.34210395812988;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;0.8;1e-05;NA;80;0.814976080431354;0.801015250234;0.740050197203299;0.736137667304015;4390.60341954167;1156.71443818069;4454.75475532475;1220.86577396377;NA;NA;NA;8462.61317185055;8239.53822061725;17.9445331096649;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;1;1e-05;NA;68;0.812336293505048;0.80262582996958;0.735628062626987;0.736615678776291;4419.63853173214;1152.45574288871;4487.74782291915;1220.56503407573;NA;NA;NA;8476.4178728631;9015.19374311551;17.2763369083405;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;2;1e-05;NA;33;0.805427790610612;0.802453529016029;0.729054619337875;0.729445506692161;4489.00163270878;1146.63697300444;4555.0803467318;1212.71568702746;NA;NA;NA;8462.3361600896;3627.2659372018;10.1332154273987;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;3;1e-05;NA;26;0.803026580583416;0.800071936790687;0.725230070515119;0.734225621414914;4513.83385762776;1150.9121206917;4591.90931237697;1228.98757544091;NA;NA;NA;8468.87811970387;4300.37447179274;8.97041535377502;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;4;1e-05;NA;23;0.801549712802458;0.798374521030771;0.727859447830764;0.729923518164436;4528.50465727814;1149.91544512769;4620.57937462513;1241.99016247468;NA;NA;NA;8456.37271330936;5178.49659084827;7.71085119247437;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;5;1e-05;NA;17;0.79999180106766;0.799462713525213;0.725827656268675;0.728967495219885;4548.53851430879;1145.94331023713;4633.61298949874;1231.01778542708;NA;NA;NA;8477.51086805447;3553.09800454159;5.99535512924194;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;6;1e-05;NA;15;0.797091378619247;0.800395058207558;0.727261862077208;0.739005736137667;4572.84328659454;1132.18839461771;4662.91059908968;1222.25570711286;NA;NA;NA;8474.40079257758;2081.19063485156;2.69753265380859;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;7;1e-05;NA;14;0.795294001910907;0.801573742979993;0.726783793474364;0.736615678776291;4587.11753471471;1129.01848798888;4685.18649844146;1227.08745171563;NA;NA;NA;8465.69196135034;2046.43317027944;2.53134179115295;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;0.8;0.001;NA;70;0.812777236784478;0.802881767725518;0.736823234134098;0.729923518164436;4414.44211378278;1138.77076167609;4479.95758999298;1204.28623788629;NA;NA;NA;8352.43767931612;2827.76321791195;16.6921942234039;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;1;0.001;NA;59;0.810854326457995;0.805801286270036;0.734432891119876;0.733747609942639;4435.29675335561;1131.08124591783;4502.86781684453;1198.65230940675;NA;NA;NA;8388.16464518976;2529.11741552255;12.1357657909393;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;2;0.001;NA;32;0.805347606083642;0.803231396981397;0.729413170790008;0.730879541108987;4490.07310755931;1138.6763263711;4560.84909135117;1209.45231016295;NA;NA;NA;8409.18456238894;2584.207133478;10.4112493991852;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;3;0.001;NA;25;0.802464085697006;0.799188037469287;0.729771722242142;0.734703632887189;4521.106756435;1144.2172021884;4602.92055379167;1226.03099954507;NA;NA;NA;8418.56562266722;2730.32952721601;8.5017786026001;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;4;0.001;NA;22;0.801280912725087;0.798464556277056;0.726783793474364;0.725143403441683;4531.91089144008;1146.27380670439;4626.77392050974;1241.13683577406;NA;NA;NA;8411.1679373683;2857.11528505006;6.72370100021362;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;5;0.001;NA;18;0.800105961603558;0.799878612378612;0.72534958766583;0.733269598470363;4545.79042897057;1141.69006479937;4642.55916340036;1238.45879922916;NA;NA;NA;8426.72962624561;2807.61419704198;5.94694375991821;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;6;0.001;NA;16;0.798718560159766;0.799301381332631;0.726066690570097;0.72848948374761;4560.55805760019;1136.35187943056;4663.21403662877;1239.00785845914;NA;NA;NA;8451.97072423482;2088.6966799299;4.55644822120667;
fico;real;TRUE;2;8367;1917;fastsparse Logistic;L0L2;7;0.001;NA;14;0.795253207782145;0.801715422809173;0.726783793474364;0.736615678776291;4587.20223412561;1129.14668569333;4691.91348793692;1233.85793950464;NA;NA;NA;8413.50666773608;2034.97376840414;2.54070043563843;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;0.8;1e-05;NA;86;0.812862950290979;0.806857943576694;0.736584199832676;0.738049713193117;4691.59525284141;1185.84793421251;4760.39529772045;1254.64797909155;NA;NA;NA;6870.13151498245;1757.89314354577;16.2348735332489;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;1;1e-05;NA;73;0.810608301192678;0.803414666695917;0.735030476873431;0.737571701720841;4716.05997744056;1191.08613379936;4789.06000827825;1264.08616463705;NA;NA;NA;6903.77980693603;1761.50294862438;12.9547362327576;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;2;1e-05;NA;38;0.804237283862737;0.805068664443664;0.728815585036453;0.730879541108987;4761.12078350106;1192.24070883453;4837.12080526709;1268.24073060056;NA;NA;NA;6966.32835923147;1749.20953242093;6.32996535301208;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;3;1e-05;NA;31;0.802444290231433;0.808090101058851;0.730369307995697;0.736615678776291;4789.70938437666;1191.03993383653;4882.709399967;1284.03994942687;NA;NA;NA;7004.55206899585;1739.34430188465;4.39596605300903;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;4;1e-05;NA;20;0.799901074237751;0.802039915321165;0.726903310625075;0.734225621414914;4810.33374593278;1200.55587766271;4890.33376433715;1280.55589606708;NA;NA;NA;7032.23822880686;1755.71605326701;4.1888313293457;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;5;1e-05;NA;19;0.799507943739854;0.804331472300222;0.727261862077208;0.731835564053537;4818.02768806494;1196.53860415875;4913.02770337902;1291.53861947283;NA;NA;NA;7043.14407545835;1744.76791916367;3.19736266136169;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;6;1e-05;NA;17;0.798621960579579;0.799072408447408;0.726544759172941;0.732313575525813;4822.05185982028;1202.9686385491;4924.05187554984;1304.96865427865;NA;NA;NA;7049.04948908866;1757.37591020463;2.83988833427429;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;7;1e-05;NA;15;0.796637085575769;0.797436234936235;0.72212262459663;0.72848948374761;4843.41542299888;1208.78117754905;4948.4154386791;1313.78119322926;NA;NA;NA;7077.46930427448;1762.65199467784;3.24456262588501;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;0.8;0.001;NA;86;0.812862950290979;0.806857943576694;0.736584199832676;0.738049713193117;4691.59525284141;1185.84793421251;4760.39974074551;1254.65242211661;NA;NA;NA;6870.13151498245;1757.89314354577;16.5637276172638;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;1;0.001;NA;73;0.810608301192678;0.803414666695917;0.735030476873431;0.737571701720841;4716.05997744056;1191.08613379936;4789.06306120989;1264.08921756869;NA;NA;NA;6903.77980693603;1761.50294862438;12.4593026638031;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;2;0.001;NA;38;0.804237283862737;0.805068664443664;0.728815585036453;0.730879541108987;4761.12078350106;1192.24070883453;4837.12296010389;1268.24288543735;NA;NA;NA;6966.32835923147;1749.20953242093;6.28887605667114;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;3;0.001;NA;31;0.802444290231433;0.808090101058851;0.730369307995697;0.736615678776291;4789.70938437666;1191.03993383653;4882.71094341113;1284.041492871;NA;NA;NA;7004.55206899585;1739.34430188465;4.34133625030518;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;4;0.001;NA;20;0.799901074237751;0.802039915321165;0.726903310625075;0.734225621414914;4810.33374593278;1200.55587766271;4890.33558637001;1280.55771809994;NA;NA;NA;7032.23822880686;1755.71605326701;4.35627031326294;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;5;0.001;NA;19;0.799507943739854;0.804331472300222;0.727261862077208;0.731835564053537;4818.02768806494;1196.53860415875;4913.02921947288;1291.54013556669;NA;NA;NA;7043.14407545835;1744.76791916367;3.14869904518127;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;6;0.001;NA;17;0.798621960579579;0.799072408447408;0.726544759172941;0.732313575525813;4822.05185982028;1202.9686385491;4924.05343277575;1304.97021150456;NA;NA;NA;7049.04948908866;1757.37591020463;2.9376323223114;
fico;real;TRUE;2;8367;1917;fastsparse Exponential;L0L2;7;0.001;NA;15;0.796637085575769;0.797436234936235;0.72212262459663;0.72848948374761;4843.41542299888;1208.78117754905;4948.41699102033;1313.7827455705;NA;NA;NA;7077.46930427448;1762.65199467784;3.31212162971497;
